log_price,room_type,accommodates,neighbourhood,zipcode,bedrooms,bathrooms,review_scores_rating,has_pool,has_fireplace,has_wifi,has_kitchen,has_dishwasher
4.700480365792417,Entire home/apt,1,Chelsea,10011.0,0.0,1.0,,False,False,False,False,False
5.5174528964647065,Entire home/apt,5,Chelsea,10011.0,2.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,2,Midtown East,10022,1.0,1.0,,False,False,False,True,False
3.80666248977032,Private room,2,Flatbush,11226,1.0,1.0,87.0,False,False,False,True,False
4.700480365792417,Private room,2,Park Slope,11217,2.0,1.0,100.0,False,False,False,True,False
4.382026634673881,Private room,2,Williamsburg,11249.0,1.0,1.0,,False,False,False,True,False
5.247024072160486,Entire home/apt,6,Harlem,10031,2.0,1.0,,False,False,False,True,False
5.857933154483459,Entire home/apt,3,West Village,10014,1.0,1.0,100.0,False,True,False,True,False
4.574710978503383,Entire home/apt,6,Bushwick,11237,1.0,1.0,96.0,False,False,False,True,False
4.0943445622221,Private room,2,Astoria,11101,1.0,1.0,80.0,False,False,False,True,False
5.010635294096256,Entire home/apt,2,East Harlem,10029.0,1.0,1.0,,False,False,False,True,False
3.80666248977032,Private room,1,Bedford-Stuyvesant,11221,1.0,1.0,95.0,False,False,False,False,False
4.700480365792417,Entire home/apt,5,Lefferts Garden,11225,2.0,2.0,,False,False,False,True,False
5.1929568508902095,Entire home/apt,5,Williamsburg,11211.0,1.0,1.0,,False,False,False,True,False
4.248495242049359,Entire home/apt,1,Park Slope,,0.0,1.0,100.0,False,False,False,True,False
4.804021044733257,Entire home/apt,2,Morningside Heights,10025,0.0,1.0,100.0,False,False,False,True,False
4.927253685157205,Private room,2,Tribeca,10013,1.0,1.0,89.0,False,False,False,True,False
4.174387269895637,Entire home/apt,2,Washington Heights,10040,0.0,1.0,80.0,False,False,False,True,False
3.688879454113936,Private room,2,Harlem,10039,1.0,1.0,94.0,False,False,False,True,False
4.553876891600541,Private room,1,Chelsea,10011.0,1.0,1.0,,False,False,False,True,False
4.007333185232471,Private room,2,Harlem,10039,1.0,1.0,96.0,True,False,False,True,False
5.521460917862246,Entire home/apt,2,Financial District,10038,1.0,1.0,,False,False,False,True,False
4.0943445622221,Private room,2,Bedford-Stuyvesant,11233,1.0,1.0,85.0,False,False,False,True,False
4.174387269895637,Private room,1,Gramercy Park,10003,1.0,2.0,,False,False,False,True,False
4.174387269895637,Private room,2,Sunset Park,11219,1.0,1.0,94.0,False,False,False,True,False
4.90527477843843,Entire home/apt,2,East Harlem,10029.0,1.0,1.0,88.0,False,False,False,True,False
4.653960350157523,Entire home/apt,2,Upper West Side,10025,1.0,1.0,89.0,False,False,False,True,False
4.48863636973214,Private room,1,Greenpoint,11222,1.0,1.0,93.0,False,False,False,True,False
4.31748811353631,Private room,4,Bushwick,11221,1.0,1.0,89.0,False,False,False,True,False
4.0943445622221,Entire home/apt,6,Prospect Heights,11238,2.0,1.0,100.0,False,False,False,True,False
4.382026634673881,Private room,2,Bedford-Stuyvesant,11233,1.0,1.0,99.0,False,False,False,True,False
4.127134385045092,Entire home/apt,2,Bushwick,11206,0.0,1.0,96.0,False,False,False,True,False
4.465908118654584,Private room,2,Washington Heights,10032,1.0,1.0,94.0,False,False,False,True,False
3.4657359027997265,Shared room,4,Gravesend,11223,1.0,1.5,100.0,False,False,False,True,False
3.871201010907892,Private room,3,Flushing,11355,1.0,1.0,100.0,False,False,False,True,False
3.49650756146648,Private room,1,Sunset Park,11220,1.0,1.0,80.0,False,False,False,True,False
5.521460917862246,Private room,1,Hell's Kitchen,10036,1.0,1.0,,False,False,False,True,False
4.700480365792417,Entire home/apt,3,East Village,10003.0,2.0,1.0,70.0,False,False,False,False,False
4.934473933130692,Entire home/apt,3,Midtown,10019,1.0,1.0,99.0,False,False,False,True,False
4.605170185988092,Private room,2,Upper West Side,10024,1.0,1.0,86.0,False,True,False,True,False
3.8918202981106265,Private room,2,Bushwick,11221,1.0,1.0,,False,False,False,True,False
7.150701457592526,Entire home/apt,2,Washington Heights,10032,1.0,1.0,,False,False,False,True,False
6.745236349484363,Entire home/apt,2,Soho,10012,1.0,2.0,100.0,False,False,False,True,False
4.343805421853683,Private room,2,Roosevelt Island,10044,1.0,1.0,,True,False,False,True,False
3.555348061489413,Private room,2,Bedford-Stuyvesant,11206,1.0,1.0,98.0,False,False,False,True,False
6.527957917622548,Entire home/apt,4,Upper West Side,10023,3.0,2.0,100.0,False,False,False,True,True
4.8283137373023015,Private room,2,Upper East Side,10028,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,4,Bedford-Stuyvesant,11221,2.0,1.0,94.0,False,False,False,True,False
5.541263545158426,Entire home/apt,2,East Village,10003.0,1.0,1.0,100.0,False,False,False,True,False
4.605170185988092,Private room,1,Williamsburg,11211.0,1.0,1.0,95.0,False,False,False,True,False
2.9444389791664403,Shared room,1,Soundview,10473.0,1.0,1.0,100.0,False,False,False,False,False
4.394449154672439,Private room,1,Upper West Side,10023,1.0,1.0,70.0,False,False,False,True,False
5.575949103146316,Entire home/apt,5,Williamsburg,11249,2.0,1.0,97.0,False,False,False,True,False
4.897839799950911,Private room,2,Hell's Kitchen,10019,1.0,1.0,91.0,False,False,False,True,False
4.31748811353631,Private room,2,Crown Heights,11238.0,1.0,1.0,95.0,False,False,False,True,False
5.697093486505405,Entire home/apt,7,Gowanus,11217,3.0,1.5,,False,False,False,True,False
4.356708826689592,Entire home/apt,2,Boerum Hill,11217,0.0,1.0,94.0,False,False,False,True,False
4.31748811353631,Private room,2,Bushwick,11206,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,5,Greenwood Heights,11232,3.0,1.0,95.0,False,False,False,True,False
4.941642422609304,Entire home/apt,3,Bushwick,11237,1.0,1.0,100.0,False,False,False,True,False
5.5174528964647065,Entire home/apt,6,Gramercy Park,10010,2.0,1.0,93.0,False,False,False,True,False
5.857933154483459,Entire home/apt,2,Chinatown,10002.0,0.0,1.0,,False,False,False,True,False
4.700480365792417,Entire home/apt,3,Sunnyside,11377,1.0,1.0,97.0,False,False,False,True,False
4.605170185988092,Entire home/apt,3,Washington Heights,10040,1.0,1.0,100.0,False,False,False,True,False
4.442651256490317,Entire home/apt,2,Bedford-Stuyvesant,11221,1.0,1.0,93.0,False,False,False,True,False
4.8283137373023015,Private room,1,Financial District,,1.0,1.0,100.0,False,False,False,True,False
5.521460917862246,Entire home/apt,4,Bedford-Stuyvesant,11216,2.0,2.0,80.0,False,True,False,True,False
4.382026634673881,Private room,2,Hell's Kitchen,10019,1.0,1.0,100.0,False,False,False,True,True
5.1647859739235145,Entire home/apt,2,Upper East Side,10128,0.0,1.0,97.0,False,False,False,True,False
4.859812404361672,Entire home/apt,4,Bushwick,11207,1.0,1.0,87.0,False,False,False,True,False
4.59511985013459,Entire home/apt,2,Washington Heights,10040,1.0,1.0,100.0,False,False,False,True,True
4.4998096703302615,Private room,1,Bedford-Stuyvesant,11213,1.0,1.0,94.0,False,False,False,True,False
5.1647859739235145,Entire home/apt,3,Lower East Side,10002,1.0,1.0,94.0,False,False,False,True,False
4.59511985013459,Private room,3,Windsor Terrace,11215,1.0,1.0,87.0,False,False,False,True,False
4.867534450455582,Entire home/apt,6,Sheepshead Bay,11229,3.0,1.5,90.0,False,False,False,True,False
4.787491742782046,Entire home/apt,2,Williamsburg,11211.0,1.0,1.0,93.0,False,False,False,True,False
4.31748811353631,Private room,2,Williamsburg,11249.0,1.0,1.0,89.0,False,False,False,True,False
4.382026634673881,Private room,2,Clinton Hill,11238,1.0,1.0,100.0,False,False,False,True,False
3.610917912644224,Private room,3,Bushwick,11221,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,2,Crown Heights,11216.0,1.0,1.0,100.0,False,False,False,True,False
4.127134385045092,Private room,2,Bedford-Stuyvesant,11221,1.0,1.5,100.0,False,False,False,True,False
4.634728988229637,Entire home/apt,6,Westerleigh,10314,3.0,1.5,,True,False,False,True,False
4.248495242049359,Private room,2,Lower East Side,10002,1.0,1.0,91.0,False,False,False,True,False
4.8283137373023015,Shared room,2,Upper East Side,10075,1.0,1.0,,False,False,False,True,False
4.4998096703302615,Entire home/apt,2,Bedford-Stuyvesant,11207,0.0,1.0,92.0,False,False,False,True,False
4.442651256490317,Private room,1,Upper East Side,10128,1.0,1.0,100.0,False,False,False,True,False
5.298317366548036,Entire home/apt,2,East Village,10009.0,1.0,1.0,100.0,False,False,False,True,False
5.783825182329737,Entire home/apt,8,Upper West Side,10023,1.0,2.0,80.0,False,False,False,True,False
3.688879454113936,Private room,2,Bushwick,11237,1.0,1.0,80.0,False,False,False,True,False
4.0943445622221,Private room,2,Park Slope,11215,1.0,2.0,93.0,False,False,False,True,False
5.135798437050261,Private room,2,Lower East Side,10002.0,1.0,2.0,100.0,False,False,False,False,False
4.653960350157523,Private room,2,Ridgewood,11385,1.0,1.0,,False,False,False,False,False
5.9532433342877855,Entire home/apt,6,Battery Park City,10282,3.0,2.0,,True,False,False,True,False
5.1647859739235145,Entire home/apt,2,Williamsburg,11211.0,0.0,1.0,100.0,False,False,False,True,False
5.68697535633982,Entire home/apt,4,Alphabet City,10009.0,2.0,2.0,99.0,False,False,False,True,False
4.007333185232471,Private room,1,Bushwick,11237,1.0,1.0,100.0,False,False,False,True,False
3.7612001156935615,Private room,1,Harlem,10027,1.0,1.0,91.0,False,False,False,True,False
5.6167710976665735,Entire home/apt,4,Chelsea,10011.0,1.0,1.0,96.0,False,False,False,True,False
6.214608098422191,Entire home/apt,2,Upper West Side,10023,1.0,1.0,,False,False,False,False,False
4.07753744390572,Private room,2,Bushwick,11221,1.0,1.0,76.0,False,False,False,True,False
4.48863636973214,Private room,2,East Harlem,10035.0,1.0,1.0,95.0,False,False,False,False,False
4.7791234931115305,Entire home/apt,2,Hell's Kitchen,10019,0.0,1.0,91.0,False,False,False,True,False
4.59511985013459,Entire home/apt,2,Windsor Terrace,11218,0.0,1.0,90.0,False,False,False,True,False
5.521460917862246,Entire home/apt,2,Hell's Kitchen,10036,1.0,1.0,80.0,False,False,False,True,False
5.220355825078324,Entire home/apt,2,Upper West Side,10025,0.0,1.0,96.0,True,False,False,True,False
7.003065458786463,Entire home/apt,4,Midtown East,10022,1.0,1.0,100.0,False,True,False,True,False
4.174387269895637,Private room,2,Williamsburg,11211.0,1.0,1.0,92.0,False,False,False,True,False
4.442651256490317,Private room,2,Ridgewood,11378,1.0,1.5,80.0,False,False,False,True,False
4.90527477843843,Entire home/apt,3,Williamsburg,11249.0,1.0,1.0,97.0,False,False,False,True,False
4.0943445622221,Private room,4,Upper West Side,10025,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,4,Bushwick,11221,2.0,1.0,90.0,False,False,False,True,False
4.8283137373023015,Private room,4,The Rockaways,11692,1.0,1.0,89.0,False,False,False,False,False
4.624972813284272,Entire home/apt,2,Upper East Side,10128,0.0,1.0,85.0,False,False,False,False,False
5.010635294096256,Private room,2,Upper East Side,10021,1.0,1.0,,False,False,False,False,False
5.991464547107983,Entire home/apt,4,East Harlem,10029.0,3.0,2.0,,False,False,False,True,False
4.859812404361672,Entire home/apt,3,Downtown Brooklyn,11201,1.0,1.0,,False,False,False,True,False
4.976733742420574,Private room,1,Harlem,10027,1.0,1.0,,False,False,False,True,False
4.700480365792417,Entire home/apt,4,Midwood,11230,1.0,1.0,90.0,False,False,False,True,False
5.926926025970412,Entire home/apt,8,Upper East Side,10065,3.0,2.0,,False,False,False,True,True
4.59511985013459,Private room,2,Soho,10012,1.0,1.0,100.0,False,False,False,True,False
5.736572297479192,Entire home/apt,2,West Village,10014,1.0,1.0,,False,False,False,True,False
4.442651256490317,Private room,2,Upper East Side,10128,1.0,1.0,94.0,False,False,False,True,False
5.1929568508902095,Entire home/apt,4,Alphabet City,10009.0,2.0,1.0,80.0,False,False,False,True,False
5.66988092298052,Entire home/apt,3,East Village,10003.0,1.0,1.0,99.0,False,False,False,True,False
4.442651256490317,Private room,1,Upper West Side,10025,1.0,1.0,100.0,False,False,False,True,False
4.060443010546419,Private room,1,Bushwick,11237,1.0,1.0,100.0,False,False,False,True,False
4.442651256490317,Entire home/apt,2,Bushwick,11206,0.0,1.0,100.0,False,False,False,False,False
5.135798437050261,Entire home/apt,2,Park Slope,11215,1.0,1.0,96.0,False,False,False,True,False
4.700480365792417,Private room,2,East Harlem,10029.0,1.0,1.5,94.0,False,False,False,True,False
3.951243718581428,Private room,2,Bedford-Stuyvesant,11216,1.0,1.0,92.0,False,False,False,True,False
4.74493212836325,Entire home/apt,2,Upper West Side,10023,0.0,1.0,93.0,False,False,False,True,False
4.634728988229637,Entire home/apt,4,Upper West Side,10025,0.0,1.0,100.0,False,False,False,True,False
5.6167710976665735,Entire home/apt,6,Midtown East,10022,2.0,1.0,60.0,False,False,False,True,False
5.220355825078324,Entire home/apt,3,Chelsea,10011.0,0.0,1.0,100.0,False,False,False,True,False
5.293304824724492,Private room,2,Soho,10013,1.0,1.0,94.0,False,True,False,False,False
4.709530201312334,Private room,2,Bedford-Stuyvesant,11206,1.0,1.0,93.0,False,False,False,True,False
4.653960350157523,Entire home/apt,2,Hell's Kitchen,10036,0.0,1.0,100.0,False,False,False,True,False
5.1647859739235145,Entire home/apt,4,Upper West Side,10024,1.0,1.0,94.0,False,False,False,True,False
3.688879454113936,Private room,1,Flatbush,11226,1.0,1.0,80.0,False,False,False,True,False
4.605170185988092,Private room,1,Bushwick,11207,1.0,,,False,False,False,False,False
4.912654885736052,Entire home/apt,6,East Harlem,10035.0,1.0,1.0,99.0,False,True,False,True,True
4.248495242049359,Private room,2,Bushwick,11206,1.0,1.0,95.0,False,False,False,True,False
4.007333185232471,Private room,2,Bushwick,11221,1.0,1.5,100.0,False,False,False,True,False
5.393627546352364,Entire home/apt,2,Williamsburg,11211.0,1.0,1.0,100.0,False,False,False,True,False
4.007333185232471,Private room,2,Flushing,11355,1.0,1.0,90.0,False,False,False,True,False
5.010635294096256,Entire home/apt,2,Windsor Terrace,11215,0.0,1.0,,False,False,False,True,False
4.007333185232471,Private room,2,Bedford-Stuyvesant,11221,1.0,1.0,,False,False,False,True,False
3.912023005428147,Private room,3,Ridgewood,11385,1.0,2.0,92.0,False,False,False,True,False
4.605170185988092,Private room,3,Williamsburg,11249.0,1.0,1.0,88.0,False,False,False,True,False
3.3672958299864737,Shared room,4,Bedford-Stuyvesant,11216,1.0,1.0,100.0,False,False,False,True,False
5.0369526024136295,Entire home/apt,4,Fort Greene,11205,2.0,1.0,92.0,False,False,False,True,False
6.396929655216146,Entire home/apt,8,Flatiron District,10010,3.0,2.0,86.0,False,False,False,True,False
5.703782474656202,Entire home/apt,2,East Village,10003.0,1.0,1.0,100.0,False,False,False,True,False
4.8283137373023015,Entire home/apt,4,Bay Ridge,11209,1.0,1.0,,False,False,False,True,True
4.356708826689592,Private room,2,East Harlem,10029.0,4.0,1.5,,False,False,False,True,False
4.700480365792417,Private room,2,Lower East Side,10002,1.0,1.0,83.0,False,False,False,True,False
4.3694478524670215,Private room,2,Williamsburg,11237.0,1.0,1.0,95.0,False,False,False,True,False
5.010635294096256,Entire home/apt,4,Crown Heights,11225.0,1.0,1.0,88.0,False,False,False,True,False
3.49650756146648,Private room,1,Crown Heights,11213.0,1.0,1.0,93.0,False,False,False,True,False
3.912023005428147,Private room,1,Bushwick,11221,1.0,1.0,,False,False,False,True,False
4.007333185232471,Private room,1,Bushwick,11206,1.0,1.0,93.0,False,False,False,False,False
3.80666248977032,Private room,1,Williamsburg,11206.0,1.0,1.0,100.0,False,False,False,True,False
4.382026634673881,Private room,2,Bedford-Stuyvesant,11216,1.0,1.0,96.0,False,False,False,True,False
5.293304824724492,Entire home/apt,2,Greenwich Village,10012,1.0,1.0,90.0,False,False,False,True,False
4.31748811353631,Private room,2,Astoria,11105,1.0,1.0,100.0,False,False,False,True,False
4.976733742420574,Entire home/apt,2,Williamsburg,11206.0,1.0,1.0,97.0,False,False,False,True,False
4.867534450455582,Private room,2,Murray Hill,10016,1.0,1.0,100.0,True,False,False,True,False
4.248495242049359,Private room,2,Bedford-Stuyvesant,11206,1.0,1.0,93.0,False,False,False,True,False
5.010635294096256,Private room,2,Battery Park City,10282,1.0,1.0,80.0,False,False,False,True,False
5.3230099791384085,Entire home/apt,4,West Village,10014,2.0,1.0,90.0,False,False,False,True,False
4.74493212836325,Private room,2,Lower East Side,10002,1.0,1.0,95.0,False,False,False,False,False
5.187385805840755,Entire home/apt,2,Chelsea,10001.0,1.0,1.0,100.0,False,False,False,True,False
4.454347296253506,Entire home/apt,1,Gramercy Park,10003,1.0,1.0,,False,False,False,True,False
4.90527477843843,Entire home/apt,2,Harlem,10027,0.0,1.0,93.0,False,False,False,True,False
5.988961416889862,Entire home/apt,4,Hell's Kitchen,10019,2.0,1.0,93.0,False,False,False,True,False
4.867534450455582,Entire home/apt,6,Flatiron District,10010,1.0,1.0,82.0,False,False,False,True,False
6.395261598115449,Entire home/apt,8,Alphabet City,10002.0,2.0,2.0,,False,False,False,True,False
4.394449154672439,Private room,2,Harlem,10027,1.0,1.0,91.0,False,False,False,True,False
4.07753744390572,Private room,1,Inwood,10034,1.0,1.0,90.0,False,False,False,True,False
5.1647859739235145,Entire home/apt,4,Harlem,10030,1.0,1.0,99.0,False,False,False,True,False
5.068904202220232,Entire home/apt,4,Bedford-Stuyvesant,11216,2.0,2.0,98.0,False,False,False,True,False
5.293304824724492,Entire home/apt,4,Lower East Side,10002.0,1.0,1.0,,False,False,False,True,False
6.907755278982138,Shared room,2,Financial District,10005,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,3,Crown Heights,11213.0,2.0,1.0,,False,False,False,True,False
4.189654742026425,Private room,2,East Harlem,10029.0,1.0,1.0,100.0,False,False,False,True,False
5.5606816310155285,Entire home/apt,2,West Village,10014,1.0,1.0,,False,False,False,True,False
4.691347882229144,Private room,2,East Village,10003.0,1.0,1.0,90.0,False,False,False,True,False
5.298317366548036,Entire home/apt,2,Kips Bay,10016,1.0,1.0,96.0,False,False,False,True,False
4.4998096703302615,Private room,1,Greenpoint,11222,1.0,1.0,,False,False,False,True,False
5.135798437050261,Entire home/apt,2,Chelsea,10011.0,0.0,1.0,90.0,False,False,False,True,False
4.74493212836325,Entire home/apt,3,Eastchester,10475,1.0,1.0,94.0,False,False,False,True,False
4.0943445622221,Private room,1,Williamsburg,11237.0,1.0,2.0,96.0,False,False,False,True,False
5.1929568508902095,Entire home/apt,2,Chelsea,10011.0,1.0,1.5,92.0,False,False,False,True,False
4.605170185988092,Private room,2,Williamsburg,11206,1.0,1.5,,False,False,False,True,False
5.3471075307174685,Entire home/apt,5,Long Island City,11101,2.0,1.0,89.0,False,False,False,True,False
5.170483995038151,Entire home/apt,4,Hell's Kitchen,10036,0.0,1.0,,False,False,False,True,False
4.700480365792417,Entire home/apt,2,Crown Heights,11225.0,1.0,1.0,90.0,False,False,False,True,False
3.8918202981106265,Private room,2,Bushwick,,1.0,1.0,96.0,False,False,False,True,False
3.80666248977032,Private room,2,Hamilton Heights,10031,1.0,1.0,100.0,False,False,False,True,False
4.859812404361672,Entire home/apt,4,Carroll Gardens,11231.0,1.0,1.0,89.0,False,False,False,True,False
4.7791234931115305,Private room,2,Murray Hill,10016,1.0,1.0,100.0,False,False,False,True,False
4.553876891600541,Entire home/apt,2,Astoria,11103,1.0,1.0,,False,False,False,True,False
3.688879454113936,Private room,1,Crown Heights,11216.0,1.0,1.0,,False,False,False,True,False
4.477336814478207,Private room,3,Rego Park,11374,1.0,1.0,,False,False,False,True,False
5.5174528964647065,Entire home/apt,3,Greenwich Village,10014,1.0,1.0,93.0,False,False,False,True,False
5.272999558563747,Entire home/apt,8,Flatbush,11226,2.0,1.0,82.0,False,False,False,True,False
5.703782474656202,Entire home/apt,6,Kips Bay,10016,1.0,2.0,99.0,False,False,False,True,False
3.555348061489413,Shared room,4,Bushwick,11237,1.0,2.0,75.0,False,False,False,True,False
4.31748811353631,Entire home/apt,2,Bedford-Stuyvesant,11221,1.0,1.0,100.0,False,False,False,True,False
5.796057750765373,Entire home/apt,3,Midtown East,10017,0.0,1.0,80.0,False,False,False,True,False
3.912023005428147,Private room,1,Soho,10013,1.0,1.0,,False,False,False,True,False
4.605170185988092,Private room,2,Astoria,11102,1.0,1.0,,False,False,False,True,False
4.07753744390572,Private room,3,Bayside,11361,1.0,1.0,80.0,False,False,False,True,False
4.248495242049359,Private room,1,Upper West Side,10025,1.0,1.0,,False,False,False,False,False
4.48863636973214,Private room,2,Williamsburg,11206.0,1.0,2.0,90.0,False,False,False,True,False
3.871201010907892,Private room,3,Bushwick,11237,1.0,1.0,96.0,False,False,False,True,False
5.521460917862246,Entire home/apt,5,Astoria,11103,3.0,2.0,100.0,False,False,False,True,False
5.003946305945459,Entire home/apt,2,East Village,10009.0,0.0,1.0,97.0,False,False,False,True,False
4.941642422609304,Entire home/apt,4,Chelsea,10011.0,1.0,1.0,100.0,False,True,False,True,False
4.4998096703302615,Entire home/apt,2,Midtown East,10022,1.0,1.0,,False,False,False,True,False
5.010635294096256,Entire home/apt,2,Greenpoint,11222,1.0,1.0,93.0,False,False,False,True,False
3.4657359027997265,Private room,1,Bedford-Stuyvesant,11233,1.0,1.0,100.0,False,False,False,True,True
5.5606816310155285,Entire home/apt,3,Williamsburg,11249.0,1.0,1.0,100.0,False,False,False,True,False
5.075173815233828,Private room,1,Gramercy Park,10003,1.0,1.0,,False,False,False,True,False
4.382026634673881,Private room,2,Greenpoint,11222,1.0,1.0,,False,False,False,True,False
5.298317366548036,Entire home/apt,4,East Village,10003.0,1.0,1.0,92.0,False,False,False,True,False
4.74493212836325,Private room,3,Upper East Side,10128,1.0,1.0,95.0,False,False,False,True,False
5.298317366548036,Entire home/apt,3,Lower East Side,10002,1.0,1.0,91.0,False,False,False,True,False
3.610917912644224,Private room,1,Sunset Park,11220,1.0,1.0,82.0,False,False,False,False,False
3.80666248977032,Private room,1,Bushwick,11206,1.0,1.5,90.0,False,False,False,True,False
4.382026634673881,Private room,2,Upper West Side,10025,1.0,1.0,92.0,False,False,False,True,False
4.867534450455582,Entire home/apt,5,Mott Haven,10455,3.0,1.0,97.0,False,False,False,True,False
5.3706380281276624,Entire home/apt,2,Upper West Side,10023,1.0,1.0,87.0,False,False,False,True,True
4.248495242049359,Private room,1,Bushwick,11237.0,1.0,1.0,,False,False,False,True,False
4.007333185232471,Private room,2,Bushwick,11237,1.0,1.0,96.0,False,False,False,True,False
7.003065458786463,Entire home/apt,8,Greenwich Village,10002,3.0,1.0,99.0,False,False,False,True,False
5.105945473900579,Entire home/apt,2,Lower East Side,10002,0.0,1.0,93.0,False,True,False,True,False
5.075173815233828,Private room,2,Lower East Side,10002,1.0,2.0,100.0,False,False,False,True,False
4.07753744390572,Private room,1,Greenpoint,11222,1.0,1.0,100.0,False,False,False,True,False
3.80666248977032,Private room,2,Sunnyside,11377,1.0,1.0,95.0,False,False,False,True,False
5.1647859739235145,Entire home/apt,6,Lefferts Garden,11225,2.0,1.0,100.0,False,True,False,True,True
4.0943445622221,Private room,2,Roosevelt Island,10044,1.0,1.0,,False,True,False,True,False
5.298317366548036,Entire home/apt,2,Boerum Hill,11217,1.0,1.0,100.0,False,False,False,True,False
3.912023005428147,Entire home/apt,2,Jamaica,11428,1.0,1.0,100.0,False,False,False,True,False
4.4067192472642525,Entire home/apt,1,Upper West Side,10024,1.0,1.0,,False,False,False,True,False
3.688879454113936,Private room,2,Upper West Side,10025,1.0,1.0,100.0,False,False,False,True,False
4.700480365792417,Private room,2,Williamsburg,11249,1.0,2.0,100.0,False,False,False,True,False
3.951243718581428,Private room,2,Williamsburg,11206.0,1.0,1.0,,False,False,False,True,False
4.700480365792417,Private room,1,Washington Heights,10033,1.0,1.0,100.0,False,False,False,True,False
4.31748811353631,Private room,2,Roosevelt Island,10044,1.0,1.0,96.0,False,False,False,True,False
5.634789603169249,Entire home/apt,8,Williamsburg,11249.0,3.0,1.0,93.0,False,False,False,True,False
4.934473933130692,Entire home/apt,4,Jackson Heights,11370.0,2.0,1.0,98.0,False,False,False,True,False
4.174387269895637,Private room,2,Flatbush,11226,1.0,1.0,93.0,False,False,False,True,False
4.6443908991413725,Private room,2,Gowanus,11215,1.0,1.0,80.0,False,False,False,True,False
4.553876891600541,Private room,2,Carroll Gardens,11231.0,1.0,1.0,96.0,False,False,False,True,False
5.010635294096256,Entire home/apt,3,Upper East Side,10021,0.0,1.0,98.0,False,False,False,True,False
5.010635294096256,Private room,2,Hudson Square,10013,1.0,1.0,100.0,False,True,False,True,False
3.80666248977032,Private room,1,Marine Park,11234.0,1.0,1.5,,False,False,False,True,False
4.700480365792417,Entire home/apt,4,Flatbush,11226,2.0,1.0,55.0,False,False,False,True,False
4.043051267834549,Private room,3,Sunset Park,11220,1.0,2.0,94.0,False,False,False,True,False
5.3706380281276624,Entire home/apt,4,Hell's Kitchen,10019,2.0,1.0,73.0,False,False,False,True,False
4.7791234931115305,Entire home/apt,2,Williamsburg,11211.0,1.0,1.0,97.0,False,False,False,True,False
5.1647859739235145,Entire home/apt,2,East Village,10009.0,1.0,1.0,91.0,False,False,False,True,False
