log_price,room_type,accommodates,neighbourhood,zipcode,bedrooms,bathrooms,review_scores_rating,has_pool
5.087596335232384,0,2,83,22,1.0,1.0,89.0,False
4.0943445622221,1,4,129,110,1.0,1.5,89.0,False
4.442651256490317,1,2,87,41,1.0,1.0,99.0,False
5.075173815233828,0,2,195,171,1.0,1.0,98.0,False
5.298317366548036,1,3,88,56,1.0,1.0,100.0,False
5.318119993844216,0,2,146,215,1.0,1.0,93.0,False
3.8918202981106265,1,4,23,188,1.0,1.0,100.0,False
5.6524891802686525,0,3,28,3,1.0,1.0,100.0,False
4.867534450455582,0,3,87,54,1.0,1.0,86.0,False
4.23410650459726,1,2,195,170,1.0,1.5,94.0,False
3.555348061489413,1,2,23,188,1.0,1.0,90.0,False
5.521460917862246,0,4,109,4,2.0,1.0,100.0,False
4.442651256490317,1,2,38,155,1.0,1.0,98.0,False
3.7612001156935615,1,1,195,170,1.0,1.0,92.0,False
4.007333185232471,1,1,197,183,1.0,1.0,100.0,False
4.007333185232471,1,2,97,257,1.0,1.0,88.0,False
4.8283137373023015,0,5,11,188,1.0,1.0,95.0,False
4.700480365792417,1,2,190,26,1.0,1.0,88.0,False
4.59511985013459,1,2,63,13,1.0,1.0,92.0,False
4.605170185988092,1,2,182,39,1.0,1.0,90.0,False
3.80666248977032,1,1,11,161,1.0,1.0,100.0,False
4.4998096703302615,1,1,190,26,1.0,1.0,96.0,False
4.553876891600541,0,5,4,146,1.0,1.0,93.0,False
4.465908118654584,1,2,76,7,1.0,1.0,100.0,False
4.787491742782046,0,4,103,197,1.0,1.0,90.0,False
5.010635294096256,0,2,182,37,1.0,1.0,100.0,False
4.0943445622221,1,2,23,188,1.0,1.5,96.0,False
4.867534450455582,0,4,54,47,1.0,1.0,100.0,False
4.204692619390967,1,2,140,181,1.0,1.0,96.0,False
5.272999558563747,0,5,11,179,3.0,1.5,100.0,False
4.0943445622221,1,1,34,159,1.0,1.0,96.0,False
5.521460917862246,0,3,76,7,2.0,1.0,89.0,False
5.459585514144161,0,3,76,291,1.0,1.0,95.0,False
4.90527477843843,0,2,28,3,1.0,1.0,100.0,False
3.688879454113936,1,1,68,129,1.0,2.0,97.0,False
4.700480365792417,0,2,182,39,0.0,1.0,80.0,False
5.17614973257383,0,4,88,31,1.0,1.0,93.0,False
3.80666248977032,1,2,64,197,1.0,1.0,100.0,False
4.74493212836325,1,2,190,26,1.0,1.0,91.0,False
4.8283137373023015,1,2,125,39,1.0,1.0,90.0,False
3.3672958299864737,1,1,166,84,1.0,1.0,93.0,False
5.303304908059076,0,3,83,22,1.0,1.0,40.0,False
4.7791234931115305,0,4,167,88,2.0,1.0,80.0,False
4.442651256490317,1,2,152,253,1.0,1.0,60.0,False
4.4998096703302615,1,2,64,198,1.0,1.0,95.0,False
4.553876891600541,1,3,87,41,1.0,1.0,99.0,False
4.8283137373023015,0,4,115,243,3.0,1.0,90.0,False
4.8283137373023015,1,2,34,216,1.0,1.0,100.0,False
4.110873864173311,1,2,82,190,1.0,1.0,95.0,False
5.978885764901122,0,6,34,160,3.0,2.0,90.0,False
4.31748811353631,1,4,86,50,1.0,1.0,91.0,False
4.553876891600541,1,2,86,50,3.0,1.0,98.0,False
4.867534450455582,0,6,11,188,2.0,1.0,100.0,False
4.174387269895637,1,1,181,73,1.0,1.5,87.0,False
4.174387269895637,1,2,87,48,1.0,1.0,90.0,False
4.605170185988092,1,2,195,171,1.0,1.0,100.0,False
4.477336814478207,1,2,195,162,1.0,2.0,96.0,False
3.80666248977032,1,2,4,147,1.0,1.0,100.0,False
4.90527477843843,1,4,135,22,2.0,1.0,93.0,False
4.59511985013459,0,2,181,45,1.0,1.0,90.0,False
5.703782474656202,0,4,50,155,2.0,2.0,100.0,False
5.459585514144161,0,6,11,188,2.0,1.0,96.0,False
5.6167710976665735,0,4,136,22,2.0,1.0,89.0,False
4.867534450455582,0,5,87,43,1.0,1.0,90.0,False
3.4011973816621555,1,1,7,166,1.0,1.0,100.0,False
4.0943445622221,0,2,87,48,0.0,1.0,91.0,False
4.007333185232471,1,2,180,107,1.0,1.0,100.0,False
3.7841896339182615,1,2,23,188,1.0,2.0,86.0,False
4.8283137373023015,0,2,1,17,0.0,1.0,93.0,False
4.8283137373023015,0,6,98,183,2.0,2.0,97.0,False
5.298317366548036,0,2,195,218,1.0,1.0,100.0,False
5.3706380281276624,0,2,28,3,0.0,1.0,99.0,False
4.382026634673881,0,2,4,151,1.0,1.0,95.0,False
4.31748811353631,0,2,87,58,0.0,1.0,95.0,False
4.8283137373023015,0,2,87,43,1.0,1.0,100.0,False
4.605170185988092,0,4,48,150,2.0,1.0,90.0,False
4.553876891600541,1,1,181,69,1.0,1.0,80.0,False
5.843544417031361,0,8,168,149,2.0,1.0,60.0,False
5.010635294096256,0,2,88,56,1.0,1.0,94.0,False
4.68213122712422,1,2,88,33,1.0,1.0,100.0,False
4.7791234931115305,0,3,23,213,0.0,1.0,92.0,False
4.976733742420574,1,2,136,24,1.0,1.0,96.0,False
4.584967478670572,0,2,181,45,0.0,1.0,100.0,False
5.913503005638268,0,5,122,30,2.0,1.0,80.0,False
4.709530201312334,1,2,181,73,2.0,1.0,93.0,False
4.8283137373023015,0,2,56,17,1.0,1.0,90.0,False
4.7791234931115305,1,4,54,47,1.0,1.0,90.0,False
3.8918202981106265,1,1,152,253,1.0,1.0,100.0,False
5.105945473900579,0,4,82,190,2.0,1.0,93.0,False
5.293304824724492,1,7,88,31,1.0,1.0,91.0,False
4.3694478524670215,1,2,88,33,1.0,1.0,90.0,False
4.143134726391533,1,2,4,151,1.0,1.0,94.0,False
5.010635294096256,0,4,195,171,1.0,1.0,100.0,False
4.07753744390572,1,2,130,114,1.0,1.0,96.0,False
5.703782474656202,0,2,56,17,0.0,1.0,100.0,False
4.23410650459726,1,2,109,4,1.0,1.0,95.0,False
4.0943445622221,1,4,66,208,2.0,1.5,83.0,False
4.897839799950911,0,2,76,18,0.0,1.0,100.0,False
3.80666248977032,1,2,195,162,2.0,1.0,94.0,False
5.393627546352364,0,4,195,171,2.0,1.0,100.0,False
6.1092475827643655,0,16,195,220,7.0,2.0,87.0,False
4.59511985013459,1,2,195,171,1.0,1.0,100.0,False
4.0943445622221,1,1,86,50,1.0,1.0,73.0,False
3.8918202981106265,1,2,86,48,1.0,1.0,94.0,False
4.8283137373023015,0,4,15,154,1.0,1.0,93.0,False
5.010635294096256,1,1,182,39,1.0,1.0,99.0,False
4.584967478670572,0,2,181,73,0.0,1.0,100.0,False
4.174387269895637,1,1,125,43,1.0,1.0,73.0,False
5.298317366548036,0,2,102,28,0.0,1.0,98.0,False
5.068904202220232,1,10,23,163,2.0,1.0,88.0,False
5.459585514144161,0,2,63,12,0.0,1.0,100.0,False
4.927253685157205,0,9,97,277,2.0,1.5,100.0,False
3.871201010907892,1,1,181,73,1.0,1.0,88.0,False
4.043051267834549,1,2,149,203,1.0,1.0,96.0,False
5.298317366548036,0,5,67,222,1.0,1.0,98.0,False
4.0943445622221,2,2,140,177,1.0,1.0,97.0,False
5.135798437050261,0,4,63,12,0.0,1.0,100.0,False
5.003946305945459,1,2,88,33,1.0,1.0,96.0,False
4.74493212836325,0,2,56,9,0.0,1.0,85.0,False
4.867534450455582,1,2,160,24,1.0,1.0,96.0,False
5.700443573390688,0,6,17,291,2.0,2.0,93.0,False
5.003946305945459,0,4,190,26,1.0,1.0,99.0,False
5.857933154483459,0,10,46,196,4.0,2.0,89.0,False
4.859812404361672,0,4,140,177,2.0,2.0,100.0,False
5.6167710976665735,0,5,140,181,3.0,1.0,93.0,False
4.969813299576002,1,2,173,31,1.0,1.0,97.0,False
5.700443573390688,0,2,178,24,1.0,1.0,100.0,False
4.0943445622221,1,2,187,51,1.0,1.0,100.0,False
3.7841896339182615,1,2,198,267,1.0,1.0,93.0,False
5.153291594497778,0,4,31,291,2.0,1.0,85.0,False
4.787491742782046,0,2,190,26,1.0,1.0,100.0,False
4.31748811353631,1,2,54,47,1.0,1.0,89.0,False
3.332204510175204,1,1,46,180,1.0,1.0,100.0,False
4.4998096703302615,1,1,109,4,1.0,1.0,98.0,False
4.442651256490317,1,2,1,17,1.0,1.0,97.0,False
5.416100402204419,0,3,15,154,1.0,1.5,99.0,False
4.74493212836325,1,4,121,2,1.0,1.0,80.0,False
4.007333185232471,2,2,53,195,1.0,1.0,100.0,False
4.0943445622221,1,2,25,204,1.0,1.0,100.0,False
3.8918202981106265,1,2,46,196,1.0,1.0,100.0,False
4.8283137373023015,0,4,46,180,1.0,1.0,100.0,False
6.872128101338986,0,12,29,6,4.0,2.0,92.0,False
5.010635294096256,0,4,146,215,2.0,1.0,96.0,False
4.248495242049359,1,3,161,136,1.0,0.5,80.0,False
4.276666119016055,1,1,182,39,1.0,1.0,100.0,False
4.653960350157523,1,2,86,48,1.0,1.0,98.0,False
3.912023005428147,1,4,64,198,1.0,1.0,95.0,False
5.298317366548036,0,3,70,159,2.0,2.0,100.0,False
4.969813299576002,0,4,109,4,1.0,1.0,87.0,False
3.555348061489413,1,1,87,50,1.0,1.0,93.0,False
4.8283137373023015,0,4,158,201,2.0,1.0,86.0,False
4.442651256490317,0,2,146,215,0.0,1.0,99.0,False
5.272999558563747,0,4,88,56,1.0,1.0,89.0,False
6.476972362889682,0,6,121,33,2.0,2.0,100.0,False
5.293304824724492,0,7,122,30,2.0,1.0,94.0,False
3.688879454113936,0,3,99,235,1.0,1.0,73.0,False
4.0943445622221,1,6,89,105,0.0,1.0,90.0,False
3.4011973816621555,1,3,64,197,1.0,1.0,100.0,False
4.174387269895637,1,2,11,179,1.0,1.0,20.0,False
4.442651256490317,0,2,103,195,0.0,1.0,80.0,False
4.605170185988092,1,3,56,7,1.0,1.0,100.0,False
5.010635294096256,0,5,64,197,1.0,1.0,80.0,False
6.5294188382622265,0,6,173,56,2.0,2.0,99.0,False
4.867534450455582,0,2,140,177,0.0,1.0,97.0,False
4.174387269895637,1,3,23,213,1.0,1.0,80.0,False
4.174387269895637,1,2,87,43,1.0,1.0,93.0,False
4.59511985013459,0,3,98,183,1.0,1.0,92.0,False
4.174387269895637,1,2,46,207,1.0,2.0,93.0,False
5.342334251964812,0,6,70,159,3.0,1.0,98.0,False
3.5263605246161616,1,2,23,213,1.0,1.0,80.0,False
4.007333185232471,1,2,187,52,1.0,2.0,97.0,False
4.31748811353631,1,2,11,206,1.0,1.5,98.0,False
4.248495242049359,1,2,195,171,1.0,1.0,90.0,False
5.010635294096256,0,2,122,36,0.0,1.0,100.0,False
4.8283137373023015,1,2,63,60,1.0,1.0,100.0,False
3.912023005428147,1,2,67,222,1.0,1.0,90.0,False
5.6167710976665735,0,4,88,31,2.0,1.0,67.0,False
4.143134726391533,1,2,195,191,1.0,1.0,60.0,False
3.8501476017100575,1,2,34,216,1.0,1.0,96.0,False
3.7841896339182615,1,1,163,265,1.0,1.0,95.0,False
4.787491742782046,1,2,173,56,1.0,1.0,92.0,False
4.248495242049359,0,3,121,2,0.0,1.0,87.0,False
5.1647859739235145,0,2,15,155,1.0,1.0,100.0,False
